"","nom","healthsite_density"
"385","Katoyi",0.00533396928752405
"386","Kayna",0.0217751509057756
"387","Kibirizi",0.00365702130192431
"388","Kibua",0.000948288224910975
"389","Kirotshe",0.131153204923928
"390","Masisi",0.0211893635065068
"391","Mweso",0
"392","Nyiragongo",0.0724570960909599
"393","Pinga",0
"394","Rutshuru",0.00128735174970529
"395","Rwanguba",0.0175716692493033
"396","Walikale",0
"397","Abuzi",0
"398","Bili (Nord-Ubangi)",0
"399","Bosobolo",0
"400","Businga",0
"401","Gbadolite",0
"402","Karawa",0
"403","Loko",0
"404","Mobayi Mbongo",0
"405","Wapinda",0
"406","Wasolo",0
"407","Yakoma",0
"408","Bena Dibele",0
"409","Djalo Ndjeka",0
"410","Katako Kombe",0
"411","Kole",0
"412","Lodja",0
"413","Lomela",0
"414","Lusambo",0
"415","Omendjadi",0
"416","Ototo",0
"417","Tshudi Loto",0
"418","Vanga Kete",0
"419","Dikungu",0
"420","Minga",0.000256479412287915
"421","Pania Mutombo",0
"422","Tshumbe",0.000206644113862859
"423","Wembo Nyama",0
"424","Bagira",0.446250552569331
"425","Bunyakiri",0
"426","Ibanda",1.46816012113786
"427","Idjwi",0.0219926190569825
"428","Kabare",0
"429","Kadutu",1.3616253100023
"430","Kalehe",0
"431","Kalole",0
"432","Kalonge",0
"433","Kamituga",0.0165615522715449
"434","Kaniola",0
"435","Katana",0.00262933184771301
"436","Kaziba",0
"437","Kitutu",0
"438","Lulingu",0
"439","Minova",0.000996017166786535
"440","Miti Murhesa",0.00710010222472749
"441","Mubumbano",0
"442","Mulungu",0
"443","Mwana",0
"444","Mwenga",0.00155967128581945
"445","Nyangezi",0
"446","Nyantende",0.0169943732579859
"447","Shabunda",0
"448","Walungu",0
"449","Fizi",0.0184745165274945
"450","Haut Plateau",0
"451","Itombwe",0
"452","Kimbi Lulenge",0.00275373360078885
"453","Lemera",0
"454","Minembwe",0
"455","Nundu",0.00735586833207425
"456","Ruzizi",0.00123021217983321
"457","Uvira",0.0118818198756443
"458","Bangabola",0
"459","Bogosenubea",0
"460","Bokonzi",0
"461","Bominenge",0
"462","Boto",0
"463","Budjala",0
"464","Bulu",0
"465","Bwamanda",0
"466","Gemena",0
"467","Kungu",0
"468","Libenge",0
"469","Mawuya",0
"470","Mbaya",0
"471","Ndage",0
"472","Tandala",0
"473","Zongo",0
"474","Bafwagbogbo",8.03484419407256e-05
"475","Bafwasende",5.5652321255745e-05
"476","Banalia",6.20085860848153e-05
"477","Bengamisa",0
"478","Kabondo",0.00123799965836581
"479","Lowa",0
"480","Lubunga (Tshopo)",0
"481","Makiso Kisangani",0.0194128280478421
"482","Mangobo",0.110989374818819
"483","Opala",0
"484","Opienge",0
"485","Tshopo",0
"486","Ubundu",0
"487","Wanierukula",0
"488","Yahisuli",0
"489","Yakusu",0
"490","Yaleko",0
"491","Basali",0
"492","Basoko",0
"493","Isangi",0
"494","Yabaondo",0
"495","Yahuma",0
"496","Yalimbongo",0.000850166811881608
"497","Befale",0
"498","Boende",0.00024371256536864
"499","Djolu",0
"500","Lingomo",0
"501","Mompono",0
"502","Monkoto",0
"503","Wema",0
"504","Bokungu",0
"505","Busanga",0
"506","Ikela",0
"507","Mondombe",0
"508","Yalifafu",0
"509","Ankoro",0.000106206798824237
"510","Kabalo",0
"511","Kalemie",0.00222108166463211
"512","Kansimba",0
"513","Kiambi",5.41964834182516e-05
"514","Kongolo",0.000110723503059052
"515","Manono",0
"516","Mbulula",0
"517","Moba",0
"518","Nyemba",0.00110105213037383
"519","Nyunzu",0
