North-Kivu,15-06-2026,"Admissions : 7. Décès : 0, Non-cas : 0, Récupérations : 0, Evasions : 0. En isolement : 45 (15 confirmés, 30 suspectés). Taux d'occupation : 63,4%. 100 % confirmés sous suivi, 100 % de nouveaux suspects, 100 % suspectés sous suivi ont reçu une SMSPS. 1 enfant en crèche (100%), 13 enfants en communauté ont bénéficié de SMSPS. 7 compagnons CTE, 14 PPL, 12 ménages/communautés."
South-Kivu,15-06-2026,"Admissions : 7. Décès : 0, Non-cas : 3, Récupérations : 0, Evasions : 0. En isolement : 10 (1 confirmé, 9 suspecté). Taux d'occupation : 31,3%. 100 % de nouveaux cas confirmés, 100 % de cas suspects sous suivi reçu par SMSPS."
Ituri,16-06-2026,"Admissions : 47. Décès : 8, Non-cas : 23, Récupérations : 18, Evasions : 1. En isolement : 318 (138 confirmés, 180 suspectés). Taux d'occupation : 96,4%. 28,5 % des nouveaux cas confirmés, 25,9 % des cas confirmés sous suivi, 19,1 % des nouveaux cas suspects et 27 % des cas suspects sous suivi ont reçu une SMSPS. 70 résultats annoncés (30 positifs). 44 compagnons CTE, 288 PPL, 69 ménages/communautés."
North-Kivu,16-06-2026,"Admissions : 11. Décès : 9, Non-cas : 0, Récupérations : 0, Evasions : 0. En isolement : 46 (13 confirmés, 33 suspectés). Taux d'occupation : 64,8%. 100 % confirmés sous suivi, 100 % de nouveaux suspects, 100 % suspectés sous suivi ont reçu une SMSPS. 9 enfants de la communauté ont reçu la SMSPS. 3 compagnons CTE, 15 PPL, 20 ménages/communautés."
South-Kivu,16-06-2026,"Admissions : 9. Décès : 0, Non-cas : 4, Récupérations : 0, Evasions : 0. En isolement : 15 (1 confirmé, 14 suspecté). Taux d'occupation : 46,9%. 41,7 % confirmés sous suivi, 62,5 % de nouveaux suspects, 28,1 % suspectés sous suivi ont reçu la SMSPS. 11 résultats annoncés."
Ituri,18-06-2026,"Admissions : 53. Décès : 16, Non-cas : 19, Récupérations : 2, Evasions : 2. En isolement : 349 (139 confirmés, 210 suspectés). Taux d'occupation : 103,3% (surcapacité). 100 % des nouveaux cas confirmés, 57,6 % des cas confirmés sous suivi, 50 % des nouveaux cas suspects, 80,3 % des cas suspects sous suivi ont reçu une SMSPS. 10 résultats annoncés (3 positifs). 1 enfant en crèche a bénéficié de SMSPS. 71 compagnons CTE, 35 PPL, 37 ménages/communautés, 2 SDB appuyés."
North-Kivu,18-06-2026,"Admissions : 8. Décès : 0, Non-cas : 0, Récupérations : 0, Evasions : 0. En isolement : 56 (22 confirmés, 34 suspectés). Taux d'occupation : 78,9%. 100 % des nouveaux suspects ont reçu une SMSPS. 25 PPL ont reçu une SMSPS"
South-Kivu,18-06-2026,"Admissions : 9. Décès : 0, Non-cas : 1, Récupérations : 0, Evasions : 0. En isolement : 14 (1 confirmé, 13 suspecté). Taux d'occupation : 34,4%. 45,5 % des nouveaux cas confirmés, 36,7 % des cas confirmés sous suivi, 40 % des nouveaux cas suspects et 36,9 % des cas suspects sous suivi ont reçu une SMSPS. 6 enfants de la communauté ont reçu la SMSPS. 52 compagnons CTE, 28 PPL, 12 ménages/communautés."
Ituri,19-06-2026,"Admissions : 59. Décès : 5, Non-cas : 16, Récupérations : 12, Evasions : 5. En isolement : 307 (124 confirmés, 183 suspectés). Taux d'occupation : 90,8%. 40 % des nouveaux cas confirmés, 37,6 % des cas confirmés sous suivi, 2,7 % des nouveaux cas suspects et 20,7 % des cas suspects sous suivi ont reçu une SMSPS. 25 résultats annoncés (10 positifs). 42 compagnons CTE, 165 PPL, 35 ménages/communautés, 1 SDB appuyée."
North-Kivu,19-06-2026,"Admissions : 6. Décès : 0, Non-cas : 8, Récupérations : 0, Evasions : 0. En isolement : 54 (24 confirmés, 30 suspectés). Taux d'occupation : 76,1%. 100 % de nouveaux suspects, 100 % de suspects sous suivi ont reçu une SMSPS. 16 enfants de la communauté ont bénéficié de SMSPS. 12 compagnons CTE, 21 PPL, 20 ménages/communautés."
South-Kivu,19-06-2026,"100 % confirmés sous suivi, 100 % de nouveaux suspects, 100 % suspectés sous suivi ont reçu une SMSPS."
Ituri,23-06-2026,"7 patients déclarés guéris. Cumul guéris : 122 (113 Ituri, 7 Nord-Kivu, 2 Sud-Kivu). 2 PPL guéris réadmis à Rwampara (1 redevenu positif). Admissions : 46. Décès : 9, Non-cas : 14, Guéris : 7, Évadés : 0. En isolement : 337 (175 confirmés, 162 suspects). Taux occupation : 91,3%. Repas servis : 724 (163 confirmés, 146 suspects, 353 PPL, 62 accompagnants).  100% des nouveaux confirmés, 47,7% des confirmés suivis, 26,9% des nouveaux suspects, 43,1% des suspects suivis bénéficient d'interventions SMSPS. 26 résultats annoncés (16 positifs). 2 enfants en crèche (100%). 34 accompagnants CTE, 7 PPL, 8 ménages/communautés."
Nord-Kivu,23-06-2026,"Admissions : 8. Décès : 0, Non-cas : 5, Guéris : 0, Évadés : 0. En isolement : 59 (17 confirmés, 42 suspects). Taux occupation : 57,3%. 100% des nouveaux confirmés, 100% des confirmés suivis, 100% des nouveaux suspects, 100% des suspects suivis bénéficient d'interventions SMSPS. 6 résultats annoncés (1 positif). 15 accompagnants CTE, 6 PPL, 32 ménages/communautés. 4 EDS appuyés."
Sud-Kivu,23-06-2026,"Admissions : 7. Décès : 0, Non-cas : 5, Guéris : 0, Évadés : 0. En isolement : 12 (0 confirmé, 12 suspects). Taux occupation : 37,5%. 100% des suspects suivis bénéficient d'interventions SMSPS. 1 enfant en crèche (100%), 31 enfants en communauté. 4 accompagnants CTE, 22 PPL."
Ituri,24-06-2026,"16 patients déclarés guéris. Cumul guéris : 138 (129 Ituri, 7 Nord-Kivu, 2 Sud-Kivu). 8 décès enregistrés dans les CTE (4 Bunia, 2 Mongbwalu, 1 Nyankunde, 1 Rwampara). Admissions : 59. Décès : 14, Non-cas : 37, Guéris : 16, Évadés : 1. En isolement : 313 (188 confirmés, 125 suspects). Taux occupation : 85,3%. Repas servis : 660 (111 confirmés, 100 suspects, 387 PPL, 62 accompagnants). 30% des nouveaux confirmés, 55,7% des confirmés suivis, 22,6% des nouveaux suspects, 52,9% des suspects suivis bénéficient d'interventions SMSPS. 17 résultats annoncés (6 positifs). 64 accompagnants CTE, 0 PPL, 5 ménages/communautés."
Nord-Kivu,24-06-2026,"Admissions : 8. Décès : 0, Non-cas : 5, Guéris : 0, Évadés : 0. En isolement : 59 (17 confirmés, 42 suspects). Taux occupation : 57,3%. 100% des nouveaux confirmés, 100% des confirmés suivis, 100% des nouveaux suspects, 100% des suspects suivis bénéficient d'interventions SMSPS. 15 résultats annoncés (1 positif). 13 accompagnants CTE, 8 PPL, 29 ménages/communautés. 1 EDS appuyé."
Sud-Kivu,24-06-2026,"Admissions : 6. Décès : 0, Non-cas : 5, Guéris : 0, Évadés : 0. En isolement : 13 (0 confirmé, 13 suspects). Taux occupation : 29,5%. 100% des nouveaux suspects, 100% des suspects suivis bénéficient d'interventions SMSPS. 23 enfants en communauté. 3 accompagnants CTE, 17 PPL."
Ituri,25-06-2026,"10 patients déclarés guéris. Cumul guéris : 148 (139 Ituri, 7 Nord-Kivu, 2 Sud-Kivu). 6 décès enregistrés dans les CTE (3 Mongbwalu, 1 Bunia, 1 Nyankunde, 1 Bambu). Admissions : 60. Décès : 7, Non-cas : 21, Guéris : 10, Évadés : 1. En isolement : 334 (193 confirmés, 141 suspects). Taux occupation : 89,8%. Repas servis : 706 (111 confirmés, 123 suspects, 437 PPL, 35 accompagnants). 27 ménages de patients ont reçu des vivres. 57,1% des nouveaux confirmés, 39,8% des confirmés suivis, 3,1% des nouveaux suspects, 73,6% des suspects suivis bénéficient d'interventions SMSPS. 10 résultats annoncés (4 positifs). 111 accompagnants CTE, 9 PPL, 51 ménages/communautés."
Nord-Kivu,25-06-2026,"Admissions : 12. Décès : 0, Non-cas : 0, Guéris : 0, Évadés : 0. En isolement : 68 (27 confirmés, 41 suspects). Taux occupation : 66,0%. 100% des confirmés suivis, 100% des nouveaux suspects, 100% des suspects suivis bénéficient d'interventions SMSPS. 17 résultats annoncés (1 positif). 9 accompagnants CTE, 7 PPL, 34 ménages/communautés. 2 EDS appuyés."
Sud-Kivu,25-06-2026,"Admissions : 4. Décès : 0, Non-cas : 0, Guéris : 0, Évadés : 0. En isolement : 17 (0 confirmé, 17 suspects). Taux occupation : 38,6%. 100% des suspects suivis bénéficient d'interventions SMSPS. 11 enfants en communauté. 6 accompagnants CTE, 15 PPL."
Ituri,27-06-2026,"15 patients déclarés guéris. Cumul guéris : 178 (168 Ituri, 8 Nord-Kivu, 2 Sud-Kivu). 10 décès enregistrés dans les CTE (5 Mongbwalu, 2 Elikya/Bunia, 1 Nyankunde, 1 Komanda, 1 ISTM/Rwampara). Admissions : 50. Décès : 15, Non-cas : 14, Guéris : 15, Évadés : 1. En isolement : 338 (192 confirmés, 146 suspects). Taux occupation : 90,9%. Repas servis : 774 (146 confirmés, 151 suspects, 422 PPL, 55 accompagnants). 5 rations sèches distribuées. 37,5% des nouveaux confirmés, 44,8% des confirmés suivis, 61,7% des nouveaux suspects, 45,9% des suspects suivis bénéficient d'interventions SMSPS. 6 résultats annoncés (3 positifs). 1 enfant en crèche. 57 accompagnants CTE, 74 PPL, 7 ménages/communautés. 7 EDS appuyés."
Nord-Kivu,27-06-2026,"Admissions : 20. Décès : 1, Non-cas : 0, Guéris : 0, Évadés : 0. En isolement : 143 (16 confirmés, 127 suspects). Taux occupation : 138,8% (saturation à Butembo, Kalunguta, Masereka, Musienene). 100% des confirmés suivis, 100% des nouveaux suspects, 100% des suspects suivis bénéficient d'interventions SMSPS. 28 résultats annoncés (0 positifs). 7 accompagnants CTE, 4 PPL, 1 ménage/communauté. 10 EDS appuyés"
Sud-Kivu,27-06-2026,"Admissions : 4. Décès : 0, Non-cas : 0, Guéris : 0, Évadés : 0. En isolement : 21 (0 confirmé, 21 suspects). Taux occupation : 47,7%. 100% des suspects suivis bénéficient d'interventions SMSPS. 3 enfants en communauté. 7 PPL."
