"","nom","urban_fraction"
"126","Luebo",0.00179156855411184
"127","Mikope",0.000342306087589895
"128","Mushenge",0.000263644987918313
"129","Mweka",0.0033359216879982
"130","Ndjoko Mpunda",0.00121169904705559
"131","Banga Lubaka",0.000258630033474799
"132","Kalonda Ouest",0.00251898915947387
"133","Kamonia",0.00164182744556683
"134","Kamwesha",0.00192260839657731
"135","Kanzala",0.0166518941344439
"136","Kitangwa",7.12988364171119e-05
"137","Mutena",0.00185692144880529
"138","Nyanga",0.000593156951011038
"139","Tshikapa",0.00614180993554982
"140","Bena Leka",0.000849251040267274
"141","Bena Tshadi",0.000159474253797817
"142","Bilomba",0.00177884347357849
"143","Bobozo",0.0358513378165979
"144","Bunkonde",0.000127411606039347
"145","Demba",0.00426837915655364
"146","Dibaya",0.00331737977689001
"147","Kananga",0.0679377195955474
"148","Katende",0.00155830860509301
"149","Katoka",0.211995124136049
"150","Lubondaie",0.00032463596332901
"151","Lubunga (Kasaï-Central)",0.00106805981516462
"152","Lukonga",0.0126883558922956
"153","Mikalayi",0.000739031400527245
"154","Muetshi",0.000230994430483231
"155","Mutoto",0
"156","Ndekesha",0.000770813164531272
"157","Ndesha",0.0445511209749165
"158","Tshikaji",0.0226303302302848
"159","Tshikula",4.7691860400448e-05
"160","Kalomba",0.00154062304824518
"161","Luambo",0.00189040833134632
"162","Luiza",0.00239163775465545
"163","Masuika",0.00574851571198156
"164","Tshibala",0.00145627375151559
"165","Yangala",0.00110729889363409
"166","Bibanga",0.00201147601705072
"167","Bipemba",0.746544440764147
"168","Bonzola",0.637759156499448
"169","Cilundu",0.0036355488852647
"170","Citenge",0.0633341250979027
"171","Dibindi",1
"172","Diulu",0.93474999686546
"173","Kabeya Kamwanga",0.00353338924686809
"174","Kansele",1
"175","Kasansa",0.0121477532777772
"176","Lubilanji",1
"177","Lukelenge",0.657022173444444
"178","Miabi",0.0197025057396845
"179","Mpokolo",0.359145410788701
"180","Mukumbi",0.00165354402718084
"181","Muya",0.878459082678035
"182","Nzaba",0.549529258923118
"183","Tshilenge",0.0855715635373439
"184","Tshishimbi",0.0485743017601226
"185","Bumbu",1
"186","Kalamu 1",1
"187","Kalamu 2",1
"188","Kasa Vubu",1
"189","Kingabwa",0.903188274305951
"190","Kisenso",0.996283674109017
"191","Lemba",0.959411968751924
"192","Limete",1
"193","Makala",1
"194","Matete",0.980751230071002
"195","Ngaba",1
"196","Ngiri Ngiri",1
"197","Biyela",0.80292779567383
"198","Kikimi",0.752016412585151
"199","Kimbanseke",0.575241447028385
"200","Kingasani",1
"201","Maluku 1",0.00498519681506154
"202","Maluku 2",1.83742513093048e-05
"203","Masina 1",0.978468256241394
"204","Masina 2",0.945302601071899
"205","Ndjili",0.979590193601218
"206","Nsele",0.0782458333669774
"207","Bandalungwa",1
"208","Barumbu",1
"209","Binza Meteo",0.834470939366134
"210","Binza Ozone",0.638578840018637
"211","Gombe",0.925531113771247
"212","Kinshasa",1
"213","Kintambo",1
"214","Kokolo",0.96047164760666
"215","Lingwala",1
"216","Mont Ngafula 1",0.105164022475626
"217","Mont Ngafula 2",0.26029471758241
"218","Police",0.835456967246419
"219","Selembao",0.99530446774116
"220","Boma",0.15169116446822
"221","Boma Bungu",0.000579885318160803
"222","Kangu",0.0012545558807038
"223","Kinkonzi",0
"224","Kitona",0.00124175287225157
"225","Kizu",0.003242798920346
"226","Kuimba",0.000145334873465068
"227","Lukula",0.0019973950642381
"228","Muanda",0.0189615320602517
"229","Tshela",0.000709953071972126
"230","Vaku",0
"231","Inga",0.00218717546458058
"232","Kibunzi",3.90873621267406e-05
"233","Luozi",0.0010225095938773
"234","Mangembo",0
"235","Matadi",0.121905791401004
"236","Nsona Mpangu",0.000624104422497906
"237","Nzanza",0.467899926275139
"238","Seke Banza",0.00240715648016364
"239","Boko Kivulu",0.00133229942386964
"240","Gombe Matadi",0.000253547670860369
"241","Kimpangu",0.0023473059412131
"242","Kimpese",0.00275161089589241
"243","Kimvula",2.5282173780337e-05
"244","Kisantu",0.00513510861013682
"245","Kwilu Ngongo",0.015863696687879
"246","Massa",0.00200253603354473
"247","Mbanza Ngungu",0.0148342506515849
"248","Ngidinga",0.000897376398437126
"249","Nselo",0.00106427810030822
"250","Sona Bata",0.000155706438862172
"251","Kahemba",0.000500505594516084
"252","Kajiji",4.58797702727469e-05
"253","Kisanji",0
"254","Panzi",0.000156598560434055
"255","Tembo",0.000329786761424233
"256","Boko",8.61694928404951e-05
"257","Feshi",9.00584601153049e-05
"258","Kasongo Lunda",0.000826906024992027
"259","Kenge",0.00175352538858761
"260","Kimbao",2.00670289459742e-05
"261","Kitenda",0
"262","Mwela Lembwa",2.02101203267572e-05
"263","Popokabaka",0.000153903001200326
"264","Wamba Lwadi",0.000926889280216283
"265","Bagata",0.00146826118413102
"266","Bandundu",0.0132356052315817
"267","Djuma",0.00102346556110262
"268","Kikongo",0.000636438293839226
"269","Sia",0.00174411108009685
"270","Vanga",0.00232818861084805
"271","Bulungu",0.00278665230072112
"272","Gungu",0.00024637657467271
"273","Idiofa",0.00430930092220857
"274","Ipamu",0.00496363175055066
"275","Kikwit Nord",0.161285810521373
"276","Kikwit Sud",0.178220496298332
"277","Kimputu",0.00118743289840812
"278","Kingandu",9.4112418566683e-05
"279","Koshibanda",0.000841767286902316
"280","Lusanga",0.00123072733353822
"281","Masi Manimba",0.00284233770462425
"282","Moanza",0
"283","Mokala",0.00307390625595673
"284","Mosango",0.00138383462593552
"285","Mukedi",0.000406936265594855
"286","Mungindu",3.75160494939229e-05
"287","Pay Kongila",0.00109303018464397
"288","Yasa Bonga",0.00148852982172041
"289","Kabinda",0.00218267436258219
"290","Kalambayi Kabanga",0.00185037057180145
"291","Kalonda Est",8.97679027705091e-05
"292","Kamana",0.00012255795388689
"293","Lubao",0.000786708622299969
"294","Ludimbi Lukula",0.000368812403941912
"295","Mulumba",0.0220354327199096
"296","Ngandajika",0.0153907681122706
"297","Tshofa",0.000332215738325977
"298","Kalenda",0.00428354739629968
"299","Kamiji",0.000875510593744226
"300","Kanda Kanda",0.00157726056593822
"301","Luputa",0.00536369817943947
"302","Makota",0.36343963264911
"303","Mweneditu",0.031301480022069
"304","Wikong",0.0198938443861017
"305","Dilolo",0.00070102644187818
"306","Kafakumba",0.000462495425550242
"307","Kalamba",0.000722312605525788
"308","Kapanga",0.000755194042023086
"309","Kasaji",0.000830510112445613
"310","Sandoa",0.000657313421963031
"311","Bunkeya",0.000646587341864911
"312","Dilala",0.0741414989563364
"313","Fungurume",0.00581143782226052
"314","Kanzenze",0.00184678359770116
"315","Lualaba",0.00397510828650915
"316","Lubudi",0.000154383867557665
"317","Manika",0.364213199417843
"318","Mutshatsha",6.5788552937533e-05
"319","Banzow Moke",0.00166415942573043
"320","Inongo",0.000597722660508251
"321","Kiri",0.000142311755413104
"322","Mimia",8.32597297485531e-05
"323","Ntandembelo",0.00173357254700373
"324","Oshwe",0.000332624714350296
"325","Pendjwa",2.09482716193898e-05
"326","Yumbi",0.00318189520491599
"327","Bokoro",0.00181094793761343
"328","Bolobo",0.00203301717413302
"329","Bosobe",0.00299946341133724
"330","Kwamouth",0.00018266540896031
"331","Mushie",0.00118741400037717
"332","Nioki",0.0016569818891965
"333","Kabambare",8.75040255473788e-05
"334","Kampene",0.000552432559345103
"335","Kasongo",0.00237711447543936
"336","Kibombo",0.00048724832831076
"337","Kunda",0.000799340445466093
"338","Lusangi",0.000399644042198169
"339","Saramabila",0.00196162055173402
"340","Tunda",6.06643294988989e-06
"341","Alunguli",0.0228403227581606
"342","Kailo",0.000129768211137624
"343","Kalima",0.00188717001016088
"344","Kindu",0.0956935393644448
"345","Pangi",2.22507471223231e-05
"346","Samba",0.000732134445086343
"347","Ferekeni",6.86938320147112e-05
"348","Lubutu",1.52203450837215e-05
"349","Obokote",2.06346430196132e-05
"350","Punia",0.000475441241692659
"351","Bumba",0.0743712394735437
"352","Lolo",0.00110363021730757
"353","Yamaluka",0.00293015578840945
"354","Yambuku",0.000308371074545641
"355","Yamongili",0.0014248651172828
"356","Binga",0.000601465729659646
"357","Bongandanga",5.80421855266566e-05
"358","Boso Manzi",0.000226283273442447
"359","Boso Mondanda",1.83586456251587e-05
"360","Bosondjo",0.000236392457959999
"361","Lisala",0.00198320923904558
"362","Pimu",0.000106676430940682
"363","Alimbongo",0.0004358258246764
"364","Beni",0.0457598327816469
"365","Biena",0.000493054673855803
"366","Butembo",0.193513825270835
"367","Kalunguta",0.00204510321842196
"368","Kamango",0.000539103989808361
"369","Katwa",0.525455922078291
"370","Kyondo",0.00205463526555249
"371","Lubero",0.00198465131640165
"372","Mabalako",0.0117807464717512
"373","Manguredjipa",6.70073706934855e-05
"374","Masereka",0.0191421178034434
"375","Musienene",0.00443135366579508
"376","Mutwanga",0.00674376753031695
"377","Oicha",0.0133206583478387
"378","Vuhovi",0.000951096143358152
"379","Bambo",0.00214701514910272
"380","Binza",0.0047823736470582
"381","Birambizo",0.00139936060605575
"382","Goma",0.427321702558434
"383","Itebero",3.02522993693783e-05
"384","Karisimbi",0.387162548780703
"385","Katoyi",0.000517460544839209
"386","Kayna",0.00875663874457364
"387","Kibirizi",0.0223319639437198
"388","Kibua",0
"389","Kirotshe",0.00562991447300153
"390","Masisi",0.00132139529829331
"391","Mweso",0.00191091212829196
"392","Nyiragongo",0.0281935982863383
"393","Pinga",4.73968495086909e-05
"394","Rutshuru",0.0114043986927771
"395","Rwanguba",0.00194993028286826
"396","Walikale",0.000347937875061103
"397","Abuzi",0.000383581194660836
"398","Bili (Nord-Ubangi)",0.00119201566768311
"399","Bosobolo",0.000354232876797444
"400","Businga",0.000446894439381741
"401","Gbadolite",0.00560482674615552
"402","Karawa",0.00154329752981302
"403","Loko",0.000278746133198149
"404","Mobayi Mbongo",0.000571261101679483
"405","Wapinda",0.000703613053135994
"406","Wasolo",0.00120460282660593
"407","Yakoma",0.00493051710116654
"408","Bena Dibele",0.000456750030042804
"409","Djalo Ndjeka",0.000670608652854976
"410","Katako Kombe",0.000302178269614025
"411","Kole",0.000221887131401306
"412","Lodja",0.00684684546368461
"413","Lomela",0.000523788173792229
"414","Lusambo",0.000688075083637019
"415","Omendjadi",3.89940337524092e-05
"416","Ototo",0.000580686183021846
"417","Tshudi Loto",0
"418","Vanga Kete",0.00534641647137096
"419","Dikungu",0.000689471408507269
"420","Minga",9.75533004605369e-05
"421","Pania Mutombo",3.41910172148472e-05
"422","Tshumbe",0.00117996203704768
"423","Wembo Nyama",0.00101522386159755
"424","Bagira",0.134272067201361
"425","Bunyakiri",0.000174468842560409
"426","Ibanda",0.457668976630255
"427","Idjwi",0.000104827339939997
"428","Kabare",5.96848705067597e-05
"429","Kadutu",0.616825853935545
"430","Kalehe",0.000334745486187009
"431","Kalole",0.000154887675005113
"432","Kalonge",0
"433","Kamituga",0.00308384979764435
"434","Kaniola",7.74565604860556e-05
"435","Katana",0.000823975121811418
"436","Kaziba",0
"437","Kitutu",0.00142387647577741
"438","Lulingu",0.000199478124267983
"439","Minova",0.00155969633892974
"440","Miti Murhesa",0.00828286368176787
"441","Mubumbano",0
"442","Mulungu",0
"443","Mwana",0.00366005296391399
"444","Mwenga",0
"445","Nyangezi",0.0140201296813887
"446","Nyantende",0.0559527300935514
"447","Shabunda",0.000983943080518297
"448","Walungu",0
"449","Fizi",0.00197904976612735
"450","Haut Plateau",0
"451","Itombwe",0
"452","Kimbi Lulenge",0.00111230566256094
"453","Lemera",0.0216571149485937
"454","Minembwe",0
"455","Nundu",7.00164107986142e-05
"456","Ruzizi",0.00767038005241969
"457","Uvira",0.0398350329166057
"458","Bangabola",0.00019219265669124
"459","Bogosenubea",6.98188743429226e-05
"460","Bokonzi",0.000294898189215738
"461","Bominenge",0.000406521190114027
"462","Boto",0.00136962218199008
"463","Budjala",0.000668230391505855
"464","Bulu",0.000682442812091816
"465","Bwamanda",0.00106171656168259
"466","Gemena",0.0110144661637591
"467","Kungu",0.000262056070618707
"468","Libenge",0.000522197896104734
"469","Mawuya",0.000137571043029781
"470","Mbaya",0.000158350955240168
"471","Ndage",0.000324289187354622
"472","Tandala",0.00171407830513457
"473","Zongo",0.00676167575231765
"474","Bafwagbogbo",2.29858311457007e-05
"475","Bafwasende",0.000164425594424755
"476","Banalia",0.000218777567078136
"477","Bengamisa",0.000114029255681388
"478","Kabondo",0.0114774877319117
"479","Lowa",7.57871874483859e-06
"480","Lubunga (Tshopo)",0.00673802202131714
"481","Makiso Kisangani",0.12908427392174
"482","Mangobo",0.564556356381431
"483","Opala",3.79536954618636e-05
"484","Opienge",1.20995729042313e-07
"485","Tshopo",0.00275146369320077
"486","Ubundu",7.9538198847936e-05
"487","Wanierukula",6.76599550432229e-05
"488","Yahisuli",0.000120010156482984
"489","Yakusu",0.000825486329798272
"490","Yaleko",0.000165035304926063
"491","Basali",7.93989110594921e-05
"492","Basoko",0.00129213665771991
"493","Isangi",0.00129855669199553
"494","Yabaondo",0.00057865092730293
"495","Yahuma",8.54834821276076e-05
"496","Yalimbongo",0.000259387010346085
"497","Befale",8.40466134745488e-06
"498","Boende",0.000410764813632884
"499","Djolu",7.29957121523042e-05
"500","Lingomo",1.05157779612895e-05
"501","Mompono",0
"502","Monkoto",1.66913223749537e-05
"503","Wema",1.42263445589146e-05
"504","Bokungu",0.000114619177175348
"505","Busanga",0
"506","Ikela",1.83663881117192e-05
"507","Mondombe",2.51689452272494e-05
"508","Yalifafu",0.000182045070227267
"509","Ankoro",0.00034210461689477
"510","Kabalo",0.000300151053842363
"511","Kalemie",0.0012004686013708
"512","Kansimba",7.67084173001094e-05
"513","Kiambi",8.71745361088818e-05
"514","Kongolo",0.0012620379686272
"515","Manono",0.00208650588804947
"516","Mbulula",0.000861093786194914
"517","Moba",0.0010261553921483
"518","Nyemba",0.00154198166622139
"519","Nyunzu",0.000518151699557336
