"","nom","socioeconomic_inequality"
"156","Ndekesha",0.443080448209049
"157","Ndesha",0.442837657843979
"158","Tshikaji",0.443288268825944
"159","Tshikula",0.456252138245994
"160","Kalomba",0.447921840565899
"161","Luambo",0.467484515240504
"162","Luiza",0.442564522146576
"163","Masuika",0.469955908130868
"164","Tshibala",0.447104057635779
"165","Yangala",0.510836223474668
"166","Bibanga",0.585347267932377
"167","Bipemba",0.54943869967986
"168","Bonzola",0.554643723350249
"169","Cilundu",0.567654271607231
"170","Citenge",0.559258224192936
"171","Dibindi",0.554118473423023
"172","Diulu",0.550375343541002
"173","Kabeya Kamwanga",0.514683689366982
"174","Kansele",0.552138472497288
"175","Kasansa",0.599615929113673
"176","Lubilanji",0.554587222945281
"177","Lukelenge",0.55399146956554
"178","Miabi",0.55385313511651
"179","Mpokolo",0.547860688749207
"180","Mukumbi",0.529410142820296
"181","Muya",0.55135337469744
"182","Nzaba",0.551844974983906
"183","Tshilenge",0.578196909849734
"184","Tshishimbi",0.560707431604325
"185","Bumbu",0.494202146157797
"186","Kalamu 1",0.496371192345694
"187","Kalamu 2",0.498032752127865
"188","Kasa Vubu",0.493346781564168
"189","Kingabwa",0.505665498431847
"190","Kisenso",0.508827559339555
"191","Lemba",0.503296670482822
"192","Limete",0.501152668785848
"193","Makala",0.498283098433957
"194","Matete",0.507734581633987
"195","Ngaba",0.50112627289024
"196","Ngiri Ngiri",0.49358501936801
"197","Biyela",0.521662158098766
"198","Kikimi",0.525572007635325
"199","Kimbanseke",0.5169633065811
"200","Kingasani",0.519468412852951
"201","Maluku 1",0.534175567444226
"202","Maluku 2",0.560335904988906
"203","Masina 1",0.512746395920857
"204","Masina 2",0.518994960187872
"205","Ndjili",0.513956968382397
"206","Nsele",0.536079729215956
"207","Bandalungwa",0.488839931292902
"208","Barumbu",0.495204842351164
"209","Binza Meteo",0.487835775926791
"210","Binza Ozone",0.475266916240581
"211","Gombe",0.488412349406201
"212","Kinshasa",0.492629995175845
"213","Kintambo",0.485764492915798
"214","Kokolo",0.486792192714845
"215","Lingwala",0.490567320567603
"216","Mont Ngafula 1",0.5009631218478
"217","Mont Ngafula 2",0.472236614333896
"218","Police",0.50834381449282
"219","Selembao",0.494718464412138
"220","Boma",0.531983929107191
"221","Boma Bungu",0.531813614804222
"222","Kangu",0.540745042352913
"223","Kinkonzi",0.455095215785376
"224","Kitona",0.567224206434729
"225","Kizu",0.523305209888413
"226","Kuimba",0.569248251977319
"227","Lukula",0.537321734441853
"228","Muanda",0.578628333279797
"229","Tshela",0.539773129510781
"230","Vaku",0.526671010969847
"231","Inga",0.528771802559433
"232","Kibunzi",0.490294367023124
"233","Luozi",0.46384255799036
"234","Mangembo",0.401995646804979
"235","Matadi",0.531806546259305
"236","Nsona Mpangu",0.53063856127155
"237","Nzanza",0.531523996207435
"238","Seke Banza",0.51225934942653
"239","Boko Kivulu",0.522257824043214
"240","Gombe Matadi",0.465852268064786
"241","Kimpangu",0.533634243555226
"242","Kimpese",0.528315844145762
"243","Kimvula",0.513098669648297
"244","Kisantu",0.518801642505079
"245","Kwilu Ngongo",0.529982253644638
"246","Massa",0.486301256066279
"247","Mbanza Ngungu",0.525429315231713
"248","Ngidinga",0.532000091673683
"249","Nselo",0.531089473330275
"250","Sona Bata",0.506040696223956
"251","Kahemba",0.454924851324753
"252","Kajiji",0.455110877578936
"253","Kisanji",0.491820187033164
"254","Panzi",0.444261204836979
"255","Tembo",0.486921958287882
"256","Boko",0.469998771317568
"257","Feshi",0.474750660456005
"258","Kasongo Lunda",0.477304246698234
"259","Kenge",0.482621672703935
"260","Kimbao",0.459581405376131
"261","Kitenda",0.455247195699325
"262","Mwela Lembwa",0.455536446921593
"263","Popokabaka",0.469553285894571
"264","Wamba Lwadi",0.444905386745154
"265","Bagata",0.573390877970973
"266","Bandundu",0.525724853024181
"267","Djuma",0.583392901697321
"268","Kikongo",0.553947398563079
"269","Sia",0.564784247552538
"270","Vanga",0.584507656196726
"271","Bulungu",0.584999975938745
"272","Gungu",0.564204416198252
"273","Idiofa",0.584642905368162
"274","Ipamu",0.554799091826753
"275","Kikwit Nord",0.584999978542328
"276","Kikwit Sud",0.584999978542328
"277","Kimputu",0.580622694588569
"278","Kingandu",0.560556770002329
"279","Koshibanda",0.555153068565334
"280","Lusanga",0.584957962877419
"281","Masi Manimba",0.561988381118999
"282","Moanza",0.540195834355653
"283","Mokala",0.563191021106441
"284","Mosango",0.581358041353523
"285","Mukedi",0.557569904146683
"286","Mungindu",0.5836601573749
"287","Pay Kongila",0.563335281190383
"288","Yasa Bonga",0.57254878786235
"289","Kabinda",0.643988129567003
"290","Kalambayi Kabanga",0.637073622543382
"291","Kalonda Est",0.63465180766221
"292","Kamana",0.649903387719159
"293","Lubao",0.638642731597341
"294","Ludimbi Lukula",0.615808981180711
"295","Mulumba",0.626057897635321
"296","Ngandajika",0.640677127123635
"297","Tshofa",0.626709471295091
"298","Kalenda",0.60142258712218
"299","Kamiji",0.581470343800703
"300","Kanda Kanda",0.627301019285845
"301","Luputa",0.637669598116686
"302","Makota",0.600321021898956
"303","Mweneditu",0.602690776631596
"304","Wikong",0.586337720713914
"305","Dilolo",0.560116555705776
"306","Kafakumba",0.569710308891288
"307","Kalamba",0.573063007235071
"308","Kapanga",0.558898166888647
"309","Kasaji",0.568087257691483
"310","Sandoa",0.569260322988438
"311","Bunkeya",0.577612341843191
"312","Dilala",0.56902897298014
"313","Fungurume",0.572294460878978
"314","Kanzenze",0.569145331340961
"315","Lualaba",0.569491310898326
"316","Lubudi",0.571061461466063
"317","Manika",0.569001639030511
"318","Mutshatsha",0.569533408863415
"319","Banzow Moke",0.481910100814331
"320","Inongo",0.488094054754819
"321","Kiri",0.472090477610647
"322","Mimia",0.48933035677024
"323","Ntandembelo",0.465403444910334
"324","Oshwe",0.506680132484727
"325","Pendjwa",0.427376863653438
"326","Yumbi",0.384398352644515
"327","Bokoro",0.505314854864767
"328","Bolobo",0.391510850601425
"329","Bosobe",0.518753552077381
"330","Kwamouth",0.484375416891439
"331","Mushie",0.500223367546018
"332","Nioki",0.50499554619698
"333","Kabambare",0.498800051200165
"334","Kampene",0.479217696316909
"335","Kasongo",0.476258238252724
"336","Kibombo",0.47671432894667
"337","Kunda",0.479101876412937
"338","Lusangi",0.499561486255764
"339","Saramabila",0.485716868071247
"340","Tunda",0.476987819943456
"341","Alunguli",0.476000010967254
"342","Kailo",0.47715408362457
"343","Kalima",0.483659293231312
"344","Kindu",0.476000010967255
"345","Pangi",0.483314749572211
"346","Samba",0.485955159394253
"347","Ferekeni",0.508154681917301
"348","Lubutu",0.515927085590036
"349","Obokote",0.523038599189477
"350","Punia",0.488984104813742
"351","Bumba",0.421661101388527
"352","Lolo",0.454083077661351
"353","Yamaluka",0.396949578170903
"354","Yambuku",0.381651114884024
"355","Yamongili",0.418304448318006
"356","Binga",0.404632114579761
"357","Bongandanga",0.368032660665933
"358","Boso Manzi",0.393866524422228
"359","Boso Mondanda",0.380097568548496
"360","Bosondjo",0.386781500371238
"361","Lisala",0.376337450549023
"362","Pimu",0.376441224848171
"363","Alimbongo",0.642090322351657
"364","Beni",0.622299986609748
"365","Biena",0.642018938886358
"366","Butembo",0.638776925105464
"367","Kalunguta",0.633903474955078
"368","Kamango",0.566010439600977
"369","Katwa",0.633936640414137
"370","Kyondo",0.613440221399916
"371","Lubero",0.637578485899556
"372","Mabalako",0.63482520734762
"373","Manguredjipa",0.639464689912862
"374","Masereka",0.629964354745494
"375","Musienene",0.640930590427823
"376","Mutwanga",0.585161463848372
"377","Oicha",0.627858328106593
"378","Vuhovi",0.62268070501023
"379","Bambo",0.63981486093954
"380","Binza",0.550338560585824
"381","Birambizo",0.64064553105451
"382","Goma",0.519574006298527
"383","Itebero",0.620710211878425
"384","Karisimbi",0.51869039474729
"385","Katoyi",0.604591031266185
"386","Kayna",0.642551559894059
"387","Kibirizi",0.640498903640133
"388","Kibua",0.639005867701227
"389","Kirotshe",0.578241778582811
"390","Masisi",0.624751736814697
"391","Mweso",0.640820133154947
"392","Nyiragongo",0.524699012492129
"393","Pinga",0.642689208193191
"394","Rutshuru",0.575625274113247
"395","Rwanguba",0.537765781323408
"396","Walikale",0.625019274503562
"397","Abuzi",0.37996312960622
"398","Bili (Nord-Ubangi)",0.425755401504136
"399","Bosobolo",0.427278384784895
"400","Businga",0.384143041138167
"401","Gbadolite",0.389242818971308
"402","Karawa",0.425372169800334
"403","Loko",0.395568421507775
"404","Mobayi Mbongo",0.388434660328176
"405","Wapinda",0.396875859887091
"406","Wasolo",0.415075438194885
"407","Yakoma",0.442326031194089
"408","Bena Dibele",0.444046959455757
"409","Djalo Ndjeka",0.444000796132818
"410","Katako Kombe",0.446419376157187
"411","Kole",0.444489259762233
"412","Lodja",0.444000005722046
"413","Lomela",0.438115434271002
"414","Lusambo",0.443807319099348
"415","Omendjadi",0.443999889137607
"416","Ototo",0.444000005722046
"417","Tshudi Loto",0.434580654669388
"418","Vanga Kete",0.444000005722046
"419","Dikungu",0.44597105492403
"420","Minga",0.46593658307554
"421","Pania Mutombo",0.485484318512124
"422","Tshumbe",0.451744219794226
"423","Wembo Nyama",0.448866300910099
"424","Bagira",0.498931994982985
"425","Bunyakiri",0.557110059950295
"426","Ibanda",0.490461787974596
"427","Idjwi",0.474162555637154
"428","Kabare",0.507793652783673
"429","Kadutu",0.495454972310898
"430","Kalehe",0.518866934373499
"431","Kalole",0.513503605212811
"432","Kalonge",0.521015179647202
"433","Kamituga",0.525971488150938
"434","Kaniola",0.520241319473738
"435","Katana",0.493951317785547
"436","Kaziba",0.499092718282694
"437","Kitutu",0.525997652378304
"438","Lulingu",0.516207357634252
"439","Minova",0.544657147876729
"440","Miti Murhesa",0.506849158069916
"441","Mubumbano",0.516489920492525
"442","Mulungu",0.526045044155388
"443","Mwana",0.518050017901161
"444","Mwenga",0.523549736934226
"445","Nyangezi",0.478749565333815
"446","Nyantende",0.489813679940165
"447","Shabunda",0.517638133995662
"448","Walungu",0.51537261994085
"449","Fizi",0.546094381991264
"450","Haut Plateau",0.510679843020499
"451","Itombwe",0.5254196085253
"452","Kimbi Lulenge",0.516530933818497
"453","Lemera",0.470324570644175
"454","Minembwe",0.524663961579376
"455","Nundu",0.526043947141726
"456","Ruzizi",0.463133272441477
"457","Uvira",0.489556215559581
"458","Bangabola",0.48806985389272
"459","Bogosenubea",0.474279841499323
"460","Bokonzi",0.474941460099948
"461","Bominenge",0.463250786317662
"462","Boto",0.492567257827929
"463","Budjala",0.492347731661392
"464","Bulu",0.471001113850218
"465","Bwamanda",0.495009099720958
"466","Gemena",0.49104520888286
"467","Kungu",0.491393364138639
"468","Libenge",0.488417092364918
"469","Mawuya",0.476109663669414
"470","Mbaya",0.460712532460484
"471","Ndage",0.439450546902413
"472","Tandala",0.495925106284623
"473","Zongo",0.530973870086309
"474","Bafwagbogbo",0.615368921805226
"475","Bafwasende",0.635962305460367
"476","Banalia",0.612358424799457
"477","Bengamisa",0.637000024318694
"478","Kabondo",0.637000024318695
"479","Lowa",0.605506665634416
"480","Lubunga (Tshopo)",0.637000024318696
"481","Makiso Kisangani",0.637000024318695
"482","Mangobo",0.637000024318695
"483","Opala",0.604689131235416
"484","Opienge",0.634084355599702
"485","Tshopo",0.637000024318695
"486","Ubundu",0.636966359632933
"487","Wanierukula",0.635742768026903
"488","Yahisuli",0.631913793921966
"489","Yakusu",0.637000024318694
"490","Yaleko",0.636926008396231
"491","Basali",0.634310354595157
"492","Basoko",0.63699772283867
"493","Isangi",0.637000024318696
"494","Yabaondo",0.636992841921207
"495","Yahuma",0.602688570407304
"496","Yalimbongo",0.568543305893851
"497","Befale",0.335008922085987
"498","Boende",0.331256814521637
"499","Djolu",0.378645460390461
"500","Lingomo",0.355953813307671
"501","Mompono",0.328639738412498
"502","Monkoto",0.340165522303465
"503","Wema",0.328020550230249
"504","Bokungu",0.328103069329741
"505","Busanga",0.32801627261607
"506","Ikela",0.381451466418742
"507","Mondombe",0.333610199418624
"508","Yalifafu",0.330285395514673
"509","Ankoro",0.60299405969676
"510","Kabalo",0.605576212414055
"511","Kalemie",0.604366066945698
"512","Kansimba",0.604249587859852
"513","Kiambi",0.599967295463737
"514","Kongolo",0.601467552146023
"515","Manono",0.601322403525116
"516","Mbulula",0.595680602993243
"517","Moba",0.601920648041768
"518","Nyemba",0.602417858785457
"519","Nyunzu",0.603221509843405
