"","nom","socioeconomic_deprivation"
"77","Mulongo",0.845349686809496
"78","Baka",0.848246063749186
"79","Kabongo",0.869850902539582
"80","Kamina",0.848393993925711
"81","Kaniama",0.881992184744276
"82","Kayamba",0.872498572867406
"83","Kinda",0.874714701070203
"84","Kitenge",0.875087152707768
"85","Songa",0.873820467323543
"86","Adi",0.875214130391127
"87","Adja",0.843765609378142
"88","Angumu",0.762403522563482
"89","Ariwara",0.818487261020795
"90","Aru",0.821507553107653
"91","Aungba",0.843352213797127
"92","Biringi",0.864470705189344
"93","Kambala",0.848876479173905
"94","Laybo",0.861206294529762
"95","Logo",0.792418634634114
"96","Mahagi",0.779671046162997
"97","Nyarambe",0.742779325113707
"98","Rimba",0.828015155426068
"99","Bambu",0.825621199999399
"100","Boga",0.827295667670463
"101","Bunia",0.818736993220899
"102","Damas",0.864304806011439
"103","Drodro",0.822031381034152
"104","Fataki",0.831621314635829
"105","Gety",0.84830699896142
"106","Jiba",0.834259898868102
"107","Kilo",0.827909859152265
"108","Komanda",0.863130488142865
"109","Linga",0.829728508049208
"110","Lita",0.813976529285289
"111","Lolwa",0.876235980174251
"112","Mambasa",0.871749982098989
"113","Mandima",0.825651596347056
"114","Mangala",0.825644617605311
"115","Mongbwalu",0.855069004694297
"116","Nia Nia",0.863032929469007
"117","Nizi",0.806614877534719
"118","Nyankunde",0.85901731944353
"119","Rethy",0.820189185068694
"120","Rwampara",0.826026355327219
"121","Tchomia",0.806036748766009
"122","Bulape",0.882000021321792
"123","Dekese",0.880633606315235
"124","Ilebo",0.852035336957902
"125","Kakenge",0.881557472400563
"126","Luebo",0.880285372911285
"127","Mikope",0.877441287211843
"128","Mushenge",0.875614991354618
"129","Mweka",0.881998609796426
"130","Ndjoko Mpunda",0.876643165598268
"131","Banga Lubaka",0.880731368991572
"132","Kalonda Ouest",0.835638009665955
"133","Kamonia",0.731328734844233
"134","Kamwesha",0.855381374545
"135","Kanzala",0.83214559419121
"136","Kitangwa",0.871439170175447
"137","Mutena",0.865452640695206
"138","Nyanga",0.871072495783109
"139","Tshikapa",0.832448314686392
"140","Bena Leka",0.878492261745475
"141","Bena Tshadi",0.882000027999405
"142","Bilomba",0.881999146856934
"143","Bobozo",0.860086645137795
"144","Bunkonde",0.880906571104422
"145","Demba",0.856085050241352
"146","Dibaya",0.87071710516525
"147","Kananga",0.859601618071579
"148","Katende",0.881636587907625
"149","Katoka",0.855700517842738
"150","Lubondaie",0.880710159592418
"151","Lubunga (Kasaï-Central)",0.881991745527308
"152","Lukonga",0.854170699274677
"153","Mikalayi",0.868235948963622
"154","Muetshi",0.881670278045069
"155","Mutoto",0.869763488799824
"156","Ndekesha",0.879821081433513
"157","Ndesha",0.853060170979995
"158","Tshikaji",0.863100270982297
"159","Tshikula",0.873886834061597
"160","Kalomba",0.880484042600481
"161","Luambo",0.848486538365339
"162","Luiza",0.871666598027024
"163","Masuika",0.87828461494402
"164","Tshibala",0.879341590928379
"165","Yangala",0.871206991595786
"166","Bibanga",0.845016239604804
"167","Bipemba",0.832067270949523
"168","Bonzola",0.826873700080905
"169","Cilundu",0.832523629972708
"170","Citenge",0.826359096633441
"171","Dibindi",0.828345823105011
"172","Diulu",0.831738248227865
"173","Kabeya Kamwanga",0.857395947244219
"174","Kansele",0.830214123256202
"175","Kasansa",0.849355732775608
"176","Lubilanji",0.827457848011553
"177","Lukelenge",0.829410525278827
"178","Miabi",0.818905866417034
"179","Mpokolo",0.832753197521427
"180","Mukumbi",0.856486064386487
"181","Muya",0.831974160353826
"182","Nzaba",0.828365257561798
"183","Tshilenge",0.821178014185149
"184","Tshishimbi",0.821775359009861
"185","Bumbu",0.688757560924849
"186","Kalamu 1",0.687774692430362
"187","Kalamu 2",0.692000826887994
"188","Kasa Vubu",0.683032914618045
"189","Kingabwa",0.702049068658404
"190","Kisenso",0.715592977995822
"191","Lemba",0.705586554348321
"192","Limete",0.695590453607392
"193","Makala",0.69574748227801
"194","Matete",0.710158832780006
"195","Ngaba",0.699552473128126
"196","Ngiri Ngiri",0.685699418595427
"197","Biyela",0.736756359150621
"198","Kikimi",0.740607548120476
"199","Kimbanseke",0.730366770274327
"200","Kingasani",0.729187780414997
"201","Maluku 1",0.774125812173146
"202","Maluku 2",0.853650144611786
"203","Masina 1",0.715671589324011
"204","Masina 2",0.726097736088478
"205","Ndjili",0.721203878861923
"206","Nsele",0.746611291747799
"207","Bandalungwa",0.677660083938501
"208","Barumbu",0.681671475553815
"209","Binza Meteo",0.685247570172933
"210","Binza Ozone",0.672604897177572
"211","Gombe",0.671605954387094
"212","Kinshasa",0.678750007751106
"213","Kintambo",0.673303564541504
"214","Kokolo",0.677974888550617
"215","Lingwala",0.676564235641429
"216","Mont Ngafula 1",0.712375380236971
"217","Mont Ngafula 2",0.691957576762578
"218","Police",0.724945617541721
"219","Selembao",0.694470159773796
"220","Boma",0.741734417044752
"221","Boma Bungu",0.775466264922624
"222","Kangu",0.781527445502843
"223","Kinkonzi",0.790897195322937
"224","Kitona",0.548042689087005
"225","Kizu",0.730884639599097
"226","Kuimba",0.642092392403653
"227","Lukula",0.78836547899417
"228","Muanda",0.503698489844503
"229","Tshela",0.66551097282982
"230","Vaku",0.788170896342974
"231","Inga",0.796906277756986
"232","Kibunzi",0.853241124409005
"233","Luozi",0.857947117966357
"234","Mangembo",0.821409108742327
"235","Matadi",0.730767737317344
"236","Nsona Mpangu",0.790813177970747
"237","Nzanza",0.742191170612219
"238","Seke Banza",0.807563554742542
"239","Boko Kivulu",0.799759571419455
"240","Gombe Matadi",0.791498851183827
"241","Kimpangu",0.785286474654555
"242","Kimpese",0.805592425544185
"243","Kimvula",0.866982952629118
"244","Kisantu",0.79067727024136
"245","Kwilu Ngongo",0.798534450741215
"246","Massa",0.756322493373438
"247","Mbanza Ngungu",0.795423837130603
"248","Ngidinga",0.848065720604575
"249","Nselo",0.827764210549541
"250","Sona Bata",0.800972068770487
"251","Kahemba",0.865214483199081
"252","Kajiji",0.856009838447547
"253","Kisanji",0.880974594443791
"254","Panzi",0.881579793032372
"255","Tembo",0.746756982154397
"256","Boko",0.880260653808663
"257","Feshi",0.881596018443984
"258","Kasongo Lunda",0.785349842314902
"259","Kenge",0.881972027712633
"260","Kimbao",0.882000029087065
"261","Kitenda",0.849457253827858
"262","Mwela Lembwa",0.881897714705504
"263","Popokabaka",0.87670058151959
"264","Wamba Lwadi",0.880918567308484
"265","Bagata",0.878777185840625
"266","Bandundu",0.81884405522155
"267","Djuma",0.882000029087066
"268","Kikongo",0.880326888187907
"269","Sia",0.881964950255853
"270","Vanga",0.881998714709323
"271","Bulungu",0.881703025629827
"272","Gungu",0.861159612930476
"273","Idiofa",0.881088453101782
"274","Ipamu",0.882000029087067
"275","Kikwit Nord",0.862035829498324
"276","Kikwit Sud",0.859300265006177
"277","Kimputu",0.882000029087066
"278","Kingandu",0.873045594645612
"279","Koshibanda",0.8817237993184
"280","Lusanga",0.866050571351705
"281","Masi Manimba",0.882000029087066
"282","Moanza",0.882000029087068
"283","Mokala",0.882000029087068
"284","Mosango",0.881820611278806
"285","Mukedi",0.879484949447407
"286","Mungindu",0.865170649044618
"287","Pay Kongila",0.87589768784527
"288","Yasa Bonga",0.882000029087064
"289","Kabinda",0.879480688069665
"290","Kalambayi Kabanga",0.876183845009095
"291","Kalonda Est",0.875462109792123
"292","Kamana",0.875565274512187
"293","Lubao",0.881919739066515
"294","Ludimbi Lukula",0.881698313220644
"295","Mulumba",0.867595189335319
"296","Ngandajika",0.880900501356057
"297","Tshofa",0.881057236190261
"298","Kalenda",0.871675285415821
"299","Kamiji",0.872089112381028
"300","Kanda Kanda",0.880404452906553
"301","Luputa",0.880860048426517
"302","Makota",0.8694196113672
"303","Mweneditu",0.871013815796447
"304","Wikong",0.881914431421141
"305","Dilolo",0.643329924252495
"306","Kafakumba",0.881912128745037
"307","Kalamba",0.879877226835981
"308","Kapanga",0.8481390259709
"309","Kasaji",0.863796090054435
"310","Sandoa",0.87250166131464
"311","Bunkeya",0.839455422048536
"312","Dilala",0.774514249273623
"313","Fungurume",0.799639527237227
"314","Kanzenze",0.793691519787868
"315","Lualaba",0.788469123550083
"316","Lubudi",0.860661756897715
"317","Manika",0.779327999667615
"318","Mutshatsha",0.85436483306799
"319","Banzow Moke",0.882000029087066
"320","Inongo",0.882000029087067
"321","Kiri",0.882000029087067
"322","Mimia",0.882000029087067
"323","Ntandembelo",0.881741969402212
"324","Oshwe",0.881002295281594
"325","Pendjwa",0.881996968947061
"326","Yumbi",0.825131272043559
"327","Bokoro",0.879475869544108
"328","Bolobo",0.809482973819099
"329","Bosobe",0.882000029087065
"330","Kwamouth",0.852699327634871
"331","Mushie",0.87430478692643
"332","Nioki",0.86834518222305
"333","Kabambare",0.875788850920301
"334","Kampene",0.882000029087066
"335","Kasongo",0.882000029087067
"336","Kibombo",0.882000029087067
"337","Kunda",0.882000029087067
"338","Lusangi",0.882000029087065
"339","Saramabila",0.882000029087066
"340","Tunda",0.882000029087066
"341","Alunguli",0.882000029087066
"342","Kailo",0.881865456159194
"343","Kalima",0.855349323505038
"344","Kindu",0.882000029087066
"345","Pangi",0.878033266244411
"346","Samba",0.882000029087066
"347","Ferekeni",0.872432655190323
"348","Lubutu",0.881843054213013
"349","Obokote",0.865863957946435
"350","Punia",0.866645654096091
"351","Bumba",0.838369321013117
"352","Lolo",0.866581246327286
"353","Yamaluka",0.841752363817404
"354","Yambuku",0.87459605075486
"355","Yamongili",0.850450071175095
"356","Binga",0.87347101594903
"357","Bongandanga",0.882000029087067
"358","Boso Manzi",0.881952031719663
"359","Boso Mondanda",0.881465016535767
"360","Bosondjo",0.876432794486968
"361","Lisala",0.88171158285063
"362","Pimu",0.881462148382921
"363","Alimbongo",0.843003482407766
"364","Beni",0.813619533314143
"365","Biena",0.844784138491372
"366","Butembo",0.810862519783014
"367","Kalunguta",0.807862809656664
"368","Kamango",0.789605360466702
"369","Katwa",0.810291352525027
"370","Kyondo",0.800526756269392
"371","Lubero",0.830046763539958
"372","Mabalako",0.810936549067939
"373","Manguredjipa",0.869024906815593
"374","Masereka",0.813352774541348
"375","Musienene",0.824534770862495
"376","Mutwanga",0.811750891029298
"377","Oicha",0.820347655222783
"378","Vuhovi",0.808634336005772
"379","Bambo",0.769497053462228
"380","Binza",0.75064708549701
"381","Birambizo",0.785478690037861
"382","Goma",0.693328499220077
"383","Itebero",0.873083294742779
"384","Karisimbi",0.68781066638536
"385","Katoyi",0.846134419979781
"386","Kayna",0.844121418636275
"387","Kibirizi",0.822415701694403
"388","Kibua",0.875493976967008
"389","Kirotshe",0.787597178644068
"390","Masisi",0.84273933270718
"391","Mweso",0.821389020685844
"392","Nyiragongo",0.690586074235218
"393","Pinga",0.870605335997025
"394","Rutshuru",0.737687471461945
"395","Rwanguba",0.721625539969868
"396","Walikale",0.849919968798514
"397","Abuzi",0.882027204595859
"398","Bili (Nord-Ubangi)",0.892843675870516
"399","Bosobolo",0.882333993922312
"400","Businga",0.882000029087067
"401","Gbadolite",0.829173997548663
"402","Karawa",0.882000008668452
"403","Loko",0.881335290155795
"404","Mobayi Mbongo",0.852890539205473
"405","Wapinda",0.882169459272609
"406","Wasolo",0.89370250371217
"407","Yakoma",0.908974508224593
"408","Bena Dibele",0.882000029087065
"409","Djalo Ndjeka",0.882000029087067
"410","Katako Kombe",0.882000029087069
"411","Kole",0.882000029087066
"412","Lodja",0.882000029087068
"413","Lomela",0.882000029087067
"414","Lusambo",0.882000029087068
"415","Omendjadi",0.882000029087067
"416","Ototo",0.882000029087067
"417","Tshudi Loto",0.882000029087067
"418","Vanga Kete",0.882000029087067
"419","Dikungu",0.882000029087066
"420","Minga",0.882000029087066
"421","Pania Mutombo",0.881846141962466
"422","Tshumbe",0.882000029087064
"423","Wembo Nyama",0.882000029087067
"424","Bagira",0.801842174134273
"425","Bunyakiri",0.836973704838854
"426","Ibanda",0.807498582216333
"427","Idjwi",0.7322592681623
"428","Kabare",0.799699399807139
"429","Kadutu",0.805543553535947
"430","Kalehe",0.778195449153258
"431","Kalole",0.881217646668969
"432","Kalonge",0.825496396604005
"433","Kamituga",0.853239279385387
"434","Kaniola",0.832511626533525
"435","Katana",0.774510582668565
"436","Kaziba",0.83806813945341
"437","Kitutu",0.855192379186126
"438","Lulingu",0.881106864493659
"439","Minova",0.767979715095277
"440","Miti Murhesa",0.787163511672195
"441","Mubumbano",0.819358633018879
"442","Mulungu",0.880114126277471
"443","Mwana",0.827023978431328
"444","Mwenga",0.85061084789
"445","Nyangezi",0.842325447007402
"446","Nyantende",0.815513727952198
"447","Shabunda",0.87762189131755
"448","Walungu",0.811735628153936
"449","Fizi",0.867921427875851
"450","Haut Plateau",0.885848740402087
"451","Itombwe",0.864687194500701
"452","Kimbi Lulenge",0.859849505880036
"453","Lemera",0.885233591005922
"454","Minembwe",0.868896665818727
"455","Nundu",0.906407456169644
"456","Ruzizi",0.904876829751085
"457","Uvira",0.909171955024668
"458","Bangabola",0.882000029087065
"459","Bogosenubea",0.882000029086223
"460","Bokonzi",0.852496198370366
"461","Bominenge",0.882000029087067
"462","Boto",0.872658600717127
"463","Budjala",0.881970183393792
"464","Bulu",0.879763316005719
"465","Bwamanda",0.880317704828625
"466","Gemena",0.882000029087065
"467","Kungu",0.881809161495125
"468","Libenge",0.867258359652932
"469","Mawuya",0.843561826203016
"470","Mbaya",0.879288532522738
"471","Ndage",0.881042355552123
"472","Tandala",0.88199969992955
"473","Zongo",0.822696921421357
"474","Bafwagbogbo",0.879571041459084
"475","Bafwasende",0.878461142693611
"476","Banalia",0.881969900653287
"477","Bengamisa",0.84335874004612
"478","Kabondo",0.820052993834081
"479","Lowa",0.878723705898971
"480","Lubunga (Tshopo)",0.831142042710059
"481","Makiso Kisangani",0.824004890675547
"482","Mangobo",0.827908703531602
"483","Opala",0.882000029087064
"484","Opienge",0.881989511638326
"485","Tshopo",0.825997397514728
"486","Ubundu",0.870280636650444
"487","Wanierukula",0.861358716334878
"488","Yahisuli",0.882000029087068
"489","Yakusu",0.876881713702834
"490","Yaleko",0.880821277772666
"491","Basali",0.877588916796448
"492","Basoko",0.844046721071903
"493","Isangi",0.880787565313469
"494","Yabaondo",0.878428683709696
"495","Yahuma",0.870413686067804
"496","Yalimbongo",0.877800833521875
"497","Befale",0.879342028069924
"498","Boende",0.861933394266058
"499","Djolu",0.881938199777979
"500","Lingomo",0.88200002715458
"501","Mompono",0.88199964333222
"502","Monkoto",0.882000029087066
"503","Wema",0.881977788145958
"504","Bokungu",0.882000029087067
"505","Busanga",0.882000029087068
"506","Ikela",0.882000029087065
"507","Mondombe",0.882000029087066
"508","Yalifafu",0.882000029087066
"509","Ankoro",0.878110410458056
"510","Kabalo",0.882000026671673
"511","Kalemie",0.844775749399649
"512","Kansimba",0.858238518123468
"513","Kiambi",0.875171633536333
"514","Kongolo",0.882000029087067
"515","Manono",0.857279097008896
"516","Mbulula",0.882000029087068
"517","Moba",0.849079908388142
"518","Nyemba",0.831650137042906
"519","Nyunzu",0.873935332113308
