"","nom","healthsite_density"
"146","Dibaya",0.0444024763636632
"147","Kananga",0.393474220086379
"148","Katende",0.0130838919610015
"149","Katoka",1.21041067169052
"150","Lubondaie",0.0318892053710636
"151","Lubunga (Kasaï-Central)",0.01709895108915
"152","Lukonga",0.0877670841421548
"153","Mikalayi",0.0244821795105902
"154","Muetshi",0.0151862532694826
"155","Mutoto",0.0241592055505461
"156","Ndekesha",0.0228848249624435
"157","Ndesha",0.374108271712936
"158","Tshikaji",0.131406594856227
"159","Tshikula",0.0301693898569452
"160","Kalomba",0.044348130794126
"161","Luambo",0.01840852093698
"162","Luiza",0.0228163189969349
"163","Masuika",0.0423269292386164
"164","Tshibala",0.0255566132078635
"165","Yangala",0.0162064553011887
"166","Bibanga",0.0450782413013831
"167","Bipemba",7.04004184861534
"168","Bonzola",2.33230144603943
"169","Cilundu",0.0816116940895255
"170","Citenge",0.283178424438285
"171","Dibindi",14.7143397447036
"172","Diulu",6.06943657874325
"173","Kabeya Kamwanga",0.0438082337476607
"174","Kansele",9.7989262125078
"175","Kasansa",0.0621282177377826
"176","Lubilanji",16.2273820755853
"177","Lukelenge",3.8572587718544
"178","Miabi",0.0823589135085775
"179","Mpokolo",0.952654258020902
"180","Mukumbi",0.0754287424438998
"181","Muya",4.97585905712313
"182","Nzaba",1.92797774175667
"183","Tshilenge",0.127071989586179
"184","Tshishimbi",0.141290912188211
"185","Bumbu",33.8212014581863
"186","Kalamu 1",22.9373155078839
"187","Kalamu 2",31.576634118556
"188","Kasa Vubu",17.0111683611587
"189","Kingabwa",13.7819684456166
"190","Kisenso",15.4148586783626
"191","Lemba",11.7353925001111
"192","Limete",13.8484143670824
"193","Makala",28.8041932987022
"194","Matete",19.7157088637829
"195","Ngaba",42.0080727539444
"196","Ngiri Ngiri",26.8475274975573
"197","Biyela",6.99013620693253
"198","Kikimi",8.54516022467874
"199","Kimbanseke",9.95016106817562
"200","Kingasani",30.6285497292757
"201","Maluku 1",0.0391590214464368
"202","Maluku 2",0.0119817309302871
"203","Masina 1",29.720084965243
"204","Masina 2",26.3258789857765
"205","Ndjili",19.4580339626891
"206","Nsele",0.398562227164693
"207","Bandalungwa",16.5001521559711
"208","Barumbu",29.3733283450165
"209","Binza Meteo",2.24359053206745
"210","Binza Ozone",5.69720357276923
"211","Gombe",5.70424930148837
"212","Kinshasa",28.6754470249515
"213","Kintambo",21.7356691962043
"214","Kokolo",4.17997895848449
"215","Lingwala",21.6494331590613
"216","Mont Ngafula 1",0.660758178789311
"217","Mont Ngafula 2",2.84949813345631
"218","Police",13.0661720061389
"219","Selembao",13.6243793140081
"220","Boma",0.364262181111719
"221","Boma Bungu",0.0164231221090227
"222","Kangu",0.0319134646378574
"223","Kinkonzi",0.0148098553773568
"224","Kitona",0.016225415801119
"225","Kizu",0.0487435292881316
"226","Kuimba",0.0321164664087789
"227","Lukula",0.0190848849983459
"228","Muanda",0.0141241286408792
"229","Tshela",0.0268916685383023
"230","Vaku",0.016942736640788
"231","Inga",0.0193980076038034
"232","Kibunzi",0.011108185694535
"233","Luozi",0.00951568001550562
"234","Mangembo",0.0175164729877398
"235","Matadi",0.28371900345941
"236","Nsona Mpangu",0.0104972748375817
"237","Nzanza",2.78626095601872
"238","Seke Banza",0.0141356453823506
"239","Boko Kivulu",0.0166096527643667
"240","Gombe Matadi",0.011670422081024
"241","Kimpangu",0.0110545190611056
"242","Kimpese",0.00772704237252178
"243","Kimvula",0.00532515022486866
"244","Kisantu",0.0212510145040158
"245","Kwilu Ngongo",0.0221291047955498
"246","Massa",0.0127994677153179
"247","Mbanza Ngungu",0.0438602430473853
"248","Ngidinga",0.0129928131195446
"249","Nselo",0.0129711643552538
"250","Sona Bata",0.00982729902884895
"251","Kahemba",0.00443586186026515
"252","Kajiji",0.00752107327326024
"253","Kisanji",0.00592050489521667
"254","Panzi",0.00866263712815388
"255","Tembo",0.00784291978371146
"256","Boko",0.00958022009482597
"257","Feshi",0.00961218581056591
"258","Kasongo Lunda",0.0146169750555962
"259","Kenge",0.0152775149610445
"260","Kimbao",0.0105661861159127
"261","Kitenda",0.0129112125238302
"262","Mwela Lembwa",0.0132098398280326
"263","Popokabaka",0.00810482183239892
"264","Wamba Lwadi",0.0132967702673281
"265","Bagata",0.0120553499178192
"266","Bandundu",0.0401709990581402
"267","Djuma",0.0227788977747501
"268","Kikongo",0.011292732876677
"269","Sia",0.0269802561219111
"270","Vanga",0.0325770015817986
"271","Bulungu",0.0361962038775958
"272","Gungu",0.0212456430872319
"273","Idiofa",0.024382039588626
"274","Ipamu",0.0220603512900261
"275","Kikwit Nord",1.01378174641604
"276","Kikwit Sud",0.894940621257399
"277","Kimputu",0.0218514401182928
"278","Kingandu",0.0106575939435124
"279","Koshibanda",0.0197576655961735
"280","Lusanga",0.0251700377380674
"281","Masi Manimba",0.0417116978044501
"282","Moanza",0.0158529126027407
"283","Mokala",0.0258342071356938
"284","Mosango",0.0180076261130657
"285","Mukedi",0.0183364863278849
"286","Mungindu",0.0233073919714175
"287","Pay Kongila",0.0206603356783607
"288","Yasa Bonga",0.0469425510542455
"289","Kabinda",0.0210487860582036
"290","Kalambayi Kabanga",0.0242056200140277
"291","Kalonda Est",0.0182251990037631
"292","Kamana",0.0187252045633143
"293","Lubao",0.0132255315412341
"294","Ludimbi Lukula",0.0116609715800711
"295","Mulumba",0.140121869472463
"296","Ngandajika",0.0960743503313286
"297","Tshofa",0.0122387854032125
"298","Kalenda",0.0309654610228476
"299","Kamiji",0.0405121681268525
"300","Kanda Kanda",0.0442720315506237
"301","Luputa",0.041751858142893
"302","Makota",2.05979758219896
"303","Mweneditu",0.237410118099198
"304","Wikong",0.0641189152617412
"305","Dilolo",0.00593768012878508
"306","Kafakumba",0.00528898682575112
"307","Kalamba",0.00485797224808854
"308","Kapanga",0.00556145982916177
"309","Kasaji",0.00553259259784214
"310","Sandoa",0.00285917564620798
"311","Bunkeya",0.00656236683724131
"312","Dilala",0.317278872995084
"313","Fungurume",0.0588003344734323
"314","Kanzenze",0.0147101491536017
"315","Lualaba",0.0362393638338164
"316","Lubudi",0.00367636177517751
"317","Manika",2.32007932179907
"318","Mutshatsha",0.00192953857471455
"319","Banzow Moke",0.0117030722413754
"320","Inongo",0.00822342348350511
"321","Kiri",0.00513065125779172
"322","Mimia",0.00244608585114319
"323","Ntandembelo",0.0156917113990893
"324","Oshwe",0.0051120656794863
"325","Pendjwa",0.0112004100718397
"326","Yumbi",0.0275049898131186
"327","Bokoro",0.011710976084706
"328","Bolobo",0.0145029353270478
"329","Bosobe",0.0217106136617796
"330","Kwamouth",0.0052738770759042
"331","Mushie",0.00937243203448833
"332","Nioki",0.0154014412928008
"333","Kabambare",0.00615672311204521
"334","Kampene",0.0192188661199116
"335","Kasongo",0.0246702607372204
"336","Kibombo",0.00918906852388731
"337","Kunda",0.0234589383923485
"338","Lusangi",0.0170362618652058
"339","Saramabila",0.0229373972547903
"340","Tunda",0.00433581844428105
"341","Alunguli",0.176269994153498
"342","Kailo",0.00617375547733064
"343","Kalima",0.0236181778312714
"344","Kindu",0.700804030763579
"345","Pangi",0.015418680167624
"346","Samba",0.00873508243277916
"347","Ferekeni",0.0080678744097121
"348","Lubutu",0.00678136309802646
"349","Obokote",0.0103837785055028
"350","Punia",0.00837120757180839
"351","Bumba",0.397345382875562
"352","Lolo",0.0283331349894701
"353","Yamaluka",0.0529710566674454
"354","Yambuku",0.0179122662719071
"355","Yamongili",0.0207137868764675
"356","Binga",0.0229254683975749
"357","Bongandanga",0.00852026349182574
"358","Boso Manzi",0.0168220351089694
"359","Boso Mondanda",0.0163641806656955
"360","Bosondjo",0.0171651856395906
"361","Lisala",0.0254456765809075
"362","Pimu",0.0164076768301113
"363","Alimbongo",0.0163922934308526
"364","Beni",0.308934253713179
"365","Biena",0.0689087437879726
"366","Butembo",1.5313606444794
"367","Kalunguta",0.118465680604458
"368","Kamango",0.0129521372181611
"369","Katwa",2.81903244308191
"370","Kyondo",0.0497089286958727
"371","Lubero",0.0167326482610531
"372","Mabalako",0.122402005121519
"373","Manguredjipa",0.00800702867847872
"374","Masereka",0.063064916718102
"375","Musienene",0.0591599627446186
"376","Mutwanga",0.0616487225871481
"377","Oicha",0.0425005182100154
"378","Vuhovi",0.109661326867467
"379","Bambo",0.0178046342735472
"380","Binza",0.0230382373242881
"381","Birambizo",0.0289425699667856
"382","Goma",0.947636881176943
"383","Itebero",0.00377764334434876
"384","Karisimbi",2.75527405377689
"385","Katoyi",0.0234694648651058
"386","Kayna",0.0842603665484361
"387","Kibirizi",0.0182851065096215
"388","Kibua",0.00806044991174328
"389","Kirotshe",0.0322507880960478
"390","Masisi",0.0252642411039119
"391","Mweso",0.0245560371667845
"392","Nyiragongo",0.0749556166458206
"393","Pinga",0.0024843749444947
"394","Rutshuru",0.0283217384935164
"395","Rwanguba",0.104078348630489
"396","Walikale",0.0027360012404314
"397","Abuzi",0.00141856641622317
"398","Bili (Nord-Ubangi)",0.00351615762841751
"399","Bosobolo",0.00310255249184197
"400","Businga",0.00340476880010921
"401","Gbadolite",0.00767480882304708
"402","Karawa",0.00855985936061228
"403","Loko",0.00292792598402892
"404","Mobayi Mbongo",0.00332223573783357
"405","Wapinda",0.00413863509308953
"406","Wasolo",0.0177194207643551
"407","Yakoma",0.0107663069994667
"408","Bena Dibele",0.0149327754825916
"409","Djalo Ndjeka",0.0357589643390119
"410","Katako Kombe",0.00792984403501504
"411","Kole",0.00801485152531674
"412","Lodja",0.060185658511585
"413","Lomela",0.00574054720627941
"414","Lusambo",0.012017454964585
"415","Omendjadi",0.0178083029069307
"416","Ototo",0.0182987771855596
"417","Tshudi Loto",0.00815203917511494
"418","Vanga Kete",0.0233755672910113
"419","Dikungu",0.0221845016251369
"420","Minga",0.00795086178092535
"421","Pania Mutombo",0.0093540840178614
"422","Tshumbe",0.0181846820199316
"423","Wembo Nyama",0.0213370762761424
"424","Bagira",2.15687767075176
"425","Bunyakiri",0.014983275393999
"426","Ibanda",3.85392031798688
"427","Idjwi",0.0483837619253615
"428","Kabare",0.076508829461805
"429","Kadutu",8.09808737001367
"430","Kalehe",0.0403730022772124
"431","Kalole",0.00458423140886308
"432","Kalonge",0.0215260329552273
"433","Kamituga",0.0301119132209907
"434","Kaniola",0.0186936330978312
"435","Katana",0.0709919598882513
"436","Kaziba",0.0519947808988568
"437","Kitutu",0.00890618279187078
"438","Lulingu",0.0038364789916719
"439","Minova",0.0249004291696634
"440","Miti Murhesa",0.0781011244720024
"441","Mubumbano",0.057980227455323
"442","Mulungu",0.00540213394733115
"443","Mwana",0.0518561764720864
"444","Mwenga",0.0214454801800175
"445","Nyangezi",0.0878863310083649
"446","Nyantende",0.339887465159717
"447","Shabunda",0.00607377915905676
"448","Walungu",0.131662746067047
"449","Fizi",0.00934593189037956
"450","Haut Plateau",0.0167904366513101
"451","Itombwe",0.00549855082918734
"452","Kimbi Lulenge",0.00573694500164343
"453","Lemera",0.0335752421129906
"454","Minembwe",0.0106037971913427
"455","Nundu",0.019125257663393
"456","Ruzizi",0.0381365775748296
"457","Uvira",0.0920841040362434
"458","Bangabola",0.0362945616723427
"459","Bogosenubea",0.0214542373193754
"460","Bokonzi",0.025310426097208
"461","Bominenge",0.0524298553277507
"462","Boto",0.0421350959144562
"463","Budjala",0.0202838817647307
"464","Bulu",0.0332946481193491
"465","Bwamanda",0.0263458200617407
"466","Gemena",0.155529095513938
"467","Kungu",0.0323893179489385
"468","Libenge",0.0145149258563323
"469","Mawuya",0.0248435616956809
"470","Mbaya",0.0365508526799814
"471","Ndage",0.0296093245048945
"472","Tandala",0.0544714860100709
"473","Zongo",0.0538468158353291
"474","Bafwagbogbo",0.00546369405196934
"475","Bafwasende",0.00384001016664641
"476","Banalia",0.00799910760494118
"477","Bengamisa",0.015390801030909
"478","Kabondo",0.126275965153312
"479","Lowa",0.0045293494330813
"480","Lubunga (Tshopo)",0.0749094148660363
"481","Makiso Kisangani",0.868724055140935
"482","Mangobo",4.05111218088691
"483","Opala",0.00795667097264561
"484","Opienge",0.00250921302259049
"485","Tshopo",0.0348494014350771
"486","Ubundu",0.00397620750398977
"487","Wanierukula",0.00590997968937186
"488","Yahisuli",0.0314479568626736
"489","Yakusu",0.0262679312977227
"490","Yaleko",0.013839012830944
"491","Basali",0.00615986803767897
"492","Basoko",0.0211944678638585
"493","Isangi",0.0283592578174466
"494","Yabaondo",0.025196313813855
"495","Yahuma",0.00532509661300462
"496","Yalimbongo",0.0166632695128795
"497","Befale",0.00475726789304984
"498","Boende",0.0112107780069574
"499","Djolu",0.0110402800911913
"500","Lingomo",0.00650482775207585
"501","Mompono",0.00722696483762155
"502","Monkoto",0.00266055694944692
"503","Wema",0.00566697565445757
"504","Bokungu",0.0116543273330556
"505","Busanga",0.0129357415418337
"506","Ikela",0.00686740869388366
"507","Mondombe",0.0129285325133151
"508","Yalifafu",0.00820582273533915
"509","Ankoro",0.00350482436119982
"510","Kabalo",0.0040392770215338
"511","Kalemie",0.012720740442893
"512","Kansimba",0.00272634505810159
"513","Kiambi",0.00173428746938405
"514","Kongolo",0.00465038712848016
"515","Manono",0.00489977280827382
"516","Mbulula",0.0134614353229459
"517","Moba",0.0151112683457661
"518","Nyemba",0.0158551506773831
"519","Nyunzu",0.00232190517309985
